w0,w1,n,mle
hell,with,10,0.00010067755997865635
hell,would,1,1.0067755997865636e-05
hell,you,2,2.0135511995731273e-05
hello,</s>,1,1.0067755997865636e-05
hello,brett,1,1.0067755997865636e-05
hello,darling,2,2.0135511995731273e-05
hello,frances,1,1.0067755997865636e-05
hello,gents,1,1.0067755997865636e-05
hello,jake,6,6.0406535987193814e-05
hello,men,1,1.0067755997865636e-05
hello,robert,3,3.0203267993596907e-05
hello,said,1,1.0067755997865636e-05
hello,she,1,1.0067755997865636e-05
hello,you,6,6.0406535987193814e-05
hello,zizi,1,1.0067755997865636e-05
hells,own,5,5.0338779989328176e-05
help,anything,1,1.0067755997865636e-05
help,her,1,1.0067755997865636e-05
help,him,1,1.0067755997865636e-05
help,it,5,5.0338779989328176e-05
help,looking,1,1.0067755997865636e-05
help,me,1,1.0067755997865636e-05
help,them,1,1.0067755997865636e-05
help,you,3,3.0203267993596907e-05
help,young,1,1.0067755997865636e-05
helped,him,1,1.0067755997865636e-05
helped,me,1,1.0067755997865636e-05
helped,pay,1,1.0067755997865636e-05
helped,us,1,1.0067755997865636e-05
helps,it,1,1.0067755997865636e-05
hen,coop,1,1.0067755997865636e-05
hence,any,1,1.0067755997865636e-05
hendaye,</s>,2,2.0135511995731273e-05
hendaye,had,1,1.0067755997865636e-05
henry,</s>,1,1.0067755997865636e-05
henry,said,1,1.0067755997865636e-05
henry,the,2,2.0135511995731273e-05
henry,wilson,1,1.0067755997865636e-05
henrys,bicycle,1,1.0067755997865636e-05
her,</s>,38,0.00038257472791889416
her,a,6,6.0406535987193814e-05
her,about,1,1.0067755997865636e-05
her,across,2,2.0135511995731273e-05
her,all,1,1.0067755997865636e-05
her,and,8,8.054204798292509e-05
her,anything,1,1.0067755997865636e-05
her,apron,3,3.0203267993596907e-05
her,around,1,1.0067755997865636e-05
her,as,1,1.0067755997865636e-05
her,at,1,1.0067755997865636e-05
her,attitude,1,1.0067755997865636e-05
her,back,2,2.0135511995731273e-05
her,bad,1,1.0067755997865636e-05
her,bag,1,1.0067755997865636e-05
her,bags,1,1.0067755997865636e-05
her,bathing,1,1.0067755997865636e-05
her,bed,1,1.0067755997865636e-05
her,before,1,1.0067755997865636e-05
her,bright,1,1.0067755997865636e-05
her,brown,1,1.0067755997865636e-05
her,but,1,1.0067755997865636e-05
her,chin,1,1.0067755997865636e-05
her,cigarette,1,1.0067755997865636e-05
her,circe,1,1.0067755997865636e-05
her,close,1,1.0067755997865636e-05
her,comfortable,1,1.0067755997865636e-05
her,coming,1,1.0067755997865636e-05
her,cross,1,1.0067755997865636e-05
her,crying,2,2.0135511995731273e-05
her,departure,1,1.0067755997865636e-05
her,door,1,1.0067755997865636e-05
her,down,1,1.0067755997865636e-05
her,dress,1,1.0067755997865636e-05
her,eye,1,1.0067755997865636e-05
her,eyes,11,0.00011074531597652199
her,face,5,5.0338779989328176e-05
her,fare,1,1.0067755997865636e-05
her,first,1,1.0067755997865636e-05
her,folded,1,1.0067755997865636e-05
her,for,1,1.0067755997865636e-05
her,fortune,1,1.0067755997865636e-05
her,from,1,1.0067755997865636e-05
her,glass,5,5.0338779989328176e-05
her,glasses,1,1.0067755997865636e-05
her,gloved,1,1.0067755997865636e-05
her,go,1,1.0067755997865636e-05
her,good,1,1.0067755997865636e-05
her,hair,4,4.0271023991462545e-05
her,hand,15,0.00015101633996798453
her,hands,3,3.0203267993596907e-05
her,hat,2,2.0135511995731273e-05
her,head,7,7.047429198505945e-05
her,hed,1,1.0067755997865636e-05
her,here,1,1.0067755997865636e-05
her,home,2,2.0135511995731273e-05
her,honor,1,1.0067755997865636e-05
her,horse,1,1.0067755997865636e-05
her,hotel,1,1.0067755997865636e-05
her,how,4,4.0271023991462545e-05
her,i,1,1.0067755997865636e-05
her,if,2,2.0135511995731273e-05
her,in,1,1.0067755997865636e-05
her,it,1,1.0067755997865636e-05
her,jew,1,1.0067755997865636e-05
her,ladyship,1,1.0067755997865636e-05
her,legs,1,1.0067755997865636e-05
her,lett,1,1.0067755997865636e-05
her,life,1,1.0067755997865636e-05
her,lips,3,3.0203267993596907e-05
her,lodge,1,1.0067755997865636e-05
her,long,1,1.0067755997865636e-05
her,looking,1,1.0067755997865636e-05
her,looks,1,1.0067755997865636e-05
her,mans,1,1.0067755997865636e-05
her,money,1,1.0067755997865636e-05
her,mouth,1,1.0067755997865636e-05
her,name,2,2.0135511995731273e-05
her,names,1,1.0067755997865636e-05
her,neck,2,2.0135511995731273e-05
her,not,1,1.0067755997865636e-05
her,of,1,1.0067755997865636e-05
her,office,1,1.0067755997865636e-05
her,on,1,1.0067755997865636e-05
her,own,4,4.0271023991462545e-05
her,pretty,1,1.0067755997865636e-05
her,shaking,1,1.0067755997865636e-05
her,side,1,1.0067755997865636e-05
her,skirt,1,1.0067755997865636e-05
her,so,1,1.0067755997865636e-05
her,spectacles,1,1.0067755997865636e-05
her,taxi,1,1.0067755997865636e-05
her,that,1,1.0067755997865636e-05
her,the,1,1.0067755997865636e-05
her,this,2,2.0135511995731273e-05
her,to,9,9.060980398079073e-05
her,too,2,2.0135511995731273e-05
her,true,1,1.0067755997865636e-05
her,two,1,1.0067755997865636e-05
her,up,3,3.0203267993596907e-05
her,walking,1,1.0067755997865636e-05
her,was,1,1.0067755997865636e-05
her,watch,1,1.0067755997865636e-05
her,what,1,1.0067755997865636e-05
her,with,2,2.0135511995731273e-05
her,wrap,1,1.0067755997865636e-05
her,yellow,1,1.0067755997865636e-05
her,youre,1,1.0067755997865636e-05
herald,and,1,1.0067755997865636e-05
herald,bureau,1,1.0067755997865636e-05
herd,</s>,2,2.0135511995731273e-05
herd,and,1,1.0067755997865636e-05
herd,mike,1,1.0067755997865636e-05
herd,on,1,1.0067755997865636e-05
herd,were,1,1.0067755997865636e-05
here,</s>,35,0.00035237145992529726
here,all,1,1.0067755997865636e-05
here,among,1,1.0067755997865636e-05
here,and,3,3.0203267993596907e-05
here,any,1,1.0067755997865636e-05
here,at,3,3.0203267993596907e-05
here,because,1,1.0067755997865636e-05
here,before,1,1.0067755997865636e-05
here,bill,3,3.0203267993596907e-05
here,brett,2,2.0135511995731273e-05
here,cohn,1,1.0067755997865636e-05
here,come,1,1.0067755997865636e-05
here,comes,1,1.0067755997865636e-05
here,earlier,1,1.0067755997865636e-05
here,edna,1,1.0067755997865636e-05
here,for,5,5.0338779989328176e-05
here,friday,1,1.0067755997865636e-05
here,give,1,1.0067755997865636e-05
here,has,1,1.0067755997865636e-05
here,he,5,5.0338779989328176e-05
here,i,2,2.0135511995731273e-05
here,in,6,6.0406535987193814e-05
here,is,1,1.0067755997865636e-05
here,it,1,1.0067755997865636e-05
here,jake,1,1.0067755997865636e-05
here,last,1,1.0067755997865636e-05
here,long,1,1.0067755997865636e-05
here,mike,1,1.0067755997865636e-05
here,nearly,1,1.0067755997865636e-05
here,now,2,2.0135511995731273e-05
here,on,1,1.0067755997865636e-05
here,she,3,3.0203267993596907e-05
here,so,1,1.0067755997865636e-05
here,take,2,2.0135511995731273e-05
here,that,1,1.0067755997865636e-05
here,the,1,1.0067755997865636e-05
here,though,1,1.0067755997865636e-05
here,to,3,3.0203267993596907e-05
here,very,1,1.0067755997865636e-05
here,waiter,1,1.0067755997865636e-05
here,was,1,1.0067755997865636e-05
here,we,1,1.0067755997865636e-05
here,where,1,1.0067755997865636e-05
here,whos,1,1.0067755997865636e-05
here,wont,1,1.0067755997865636e-05
here,would,1,1.0067755997865636e-05
here,yet,1,1.0067755997865636e-05
heres,a,1,1.0067755997865636e-05
heres,another,1,1.0067755997865636e-05
heres,how,1,1.0067755997865636e-05
heres,my,1,1.0067755997865636e-05
heres,old,1,1.0067755997865636e-05
heres,the,2,2.0135511995731273e-05
heres,to,1,1.0067755997865636e-05
heroics,of,1,1.0067755997865636e-05
herring,</s>,1,1.0067755997865636e-05
hes,a,14,0.0001409485839701189
hes,acted,1,1.0067755997865636e-05
hes,all,6,6.0406535987193814e-05
hes,always,1,1.0067755997865636e-05
hes,any,1,1.0067755997865636e-05
hes,asking,1,1.0067755997865636e-05
hes,asleep,1,1.0067755997865636e-05
hes,been,1,1.0067755997865636e-05
hes,behaved,1,1.0067755997865636e-05
hes,blind,1,1.0067755997865636e-05
hes,coming,1,1.0067755997865636e-05
hes,dead,3,3.0203267993596907e-05
hes,decided,2,2.0135511995731273e-05
hes,don,1,1.0067755997865636e-05
hes,drunk,1,1.0067755997865636e-05
hes,extraordinary,1,1.0067755997865636e-05
hes,from,1,1.0067755997865636e-05
hes,getting,1,1.0067755997865636e-05
hes,going,5,5.0338779989328176e-05
hes,gone,1,1.0067755997865636e-05
hes,got,10,0.00010067755997865635
hes,had,1,1.0067755997865636e-05
hes,here,2,2.0135511995731273e-05
hes,his,1,1.0067755997865636e-05
hes,in,2,2.0135511995731273e-05
hes,just,3,3.0203267993596907e-05
hes,keen,1,1.0067755997865636e-05
hes,leaving,1,1.0067755997865636e-05
hes,mad,1,1.0067755997865636e-05
hes,my,1,1.0067755997865636e-05
hes,nervous,1,1.0067755997865636e-05
hes,nice,3,3.0203267993596907e-05
hes,not,5,5.0338779989328176e-05
hes,on,1,1.0067755997865636e-05
hes,one,1,1.0067755997865636e-05
hes,out,1,1.0067755997865636e-05
hes,over,1,1.0067755997865636e-05
hes,passed,1,1.0067755997865636e-05
hes,probably,2,2.0135511995731273e-05
hes,putting,1,1.0067755997865636e-05
hes,quite,1,1.0067755997865636e-05
hes,really,1,1.0067755997865636e-05
hes,sleeping,1,1.0067755997865636e-05
hes,so,3,3.0203267993596907e-05
hes,splendid,1,1.0067755997865636e-05
hes,staying,1,1.0067755997865636e-05
hes,still,1,1.0067755997865636e-05
hes,such,1,1.0067755997865636e-05
hes,terrible,1,1.0067755997865636e-05
hes,that,1,1.0067755997865636e-05
hes,through,1,1.0067755997865636e-05
hes,tight,1,1.0067755997865636e-05
hes,too,1,1.0067755997865636e-05
hes,very,1,1.0067755997865636e-05
hes,waiting,1,1.0067755997865636e-05
hes,wiped,1,1.0067755997865636e-05
hes,wonderful,2,2.0135511995731273e-05
hes,worth,1,1.0067755997865636e-05
hes,written,2,2.0135511995731273e-05
hesitated,then,1,1.0067755997865636e-05
hey,</s>,3,3.0203267993596907e-05
hey,waiter,1,1.0067755997865636e-05
hickory,shaft,1,1.0067755997865636e-05
hiding,about,1,1.0067755997865636e-05
high,against,1,1.0067755997865636e-05
high,and,1,1.0067755997865636e-05
high,between,1,1.0067755997865636e-05
high,col,1,1.0067755997865636e-05
high,doorway,1,1.0067755997865636e-05
high,from,1,1.0067755997865636e-05
high,headland,1,1.0067755997865636e-05
high,hooded,1,1.0067755997865636e-05
high,hot,1,1.0067755997865636e-05
high,i,1,1.0067755997865636e-05
high,moors,1,1.0067755997865636e-05
high,old,1,1.0067755997865636e-05
high,stool,2,2.0135511995731273e-05
high,stools,2,2.0135511995731273e-05
high,the,1,1.0067755997865636e-05
high,tide,1,1.0067755997865636e-05
high,up,8,8.054204798292509e-05
high,white,1,1.0067755997865636e-05
high,wine,1,1.0067755997865636e-05
higher,stakes,1,1.0067755997865636e-05
higher,the,1,1.0067755997865636e-05
higher,there,1,1.0067755997865636e-05
highest,part,1,1.0067755997865636e-05
highly,and,1,1.0067755997865636e-05
hike,</s>,1,1.0067755997865636e-05
hike,in,1,1.0067755997865636e-05
hill,</s>,5,5.0338779989328176e-05
hill,and,3,3.0203267993596907e-05
hill,brett,1,1.0067755997865636e-05
hill,from,1,1.0067755997865636e-05
hill,passed,1,1.0067755997865636e-05
hill,we,1,1.0067755997865636e-05
hill,with,2,2.0135511995731273e-05
hills,</s>,4,4.0271023991462545e-05
hills,again,1,1.0067755997865636e-05
hills,ahead,1,1.0067755997865636e-05
hills,and,4,4.0271023991462545e-05
hills,go,1,1.0067755997865636e-05
hills,into,1,1.0067755997865636e-05
hills,stretched,1,1.0067755997865636e-05
hills,that,2,2.0135511995731273e-05
hills,way,1,1.0067755997865636e-05
hills,we,1,1.0067755997865636e-05
hills,were,1,1.0067755997865636e-05
hillside,</s>,1,1.0067755997865636e-05
hillside,with,1,1.0067755997865636e-05
hillsides,</s>,2,2.0135511995731273e-05
hillsides,and,1,1.0067755997865636e-05
hilt,of,1,1.0067755997865636e-05
hilt,tight,1,1.0067755997865636e-05
hilts,of,1,1.0067755997865636e-05
him,</s>,121,0.001218198475741742
him,a,8,8.054204798292509e-05
him,about,6,6.0406535987193814e-05
him,after,1,1.0067755997865636e-05
him,again,4,4.0271023991462545e-05
him,against,1,1.0067755997865636e-05
him,all,1,1.0067755997865636e-05
him,alone,2,2.0135511995731273e-05
him,although,1,1.0067755997865636e-05
him,always,2,2.0135511995731273e-05
him,and,35,0.00035237145992529726
him,any,3,3.0203267993596907e-05
him,anyway,1,1.0067755997865636e-05
him,around,3,3.0203267993596907e-05
him,as,2,2.0135511995731273e-05
him,at,3,3.0203267993596907e-05
him,away,4,4.0271023991462545e-05
him,back,1,1.0067755997865636e-05
him,because,1,1.0067755997865636e-05
him,behave,1,1.0067755997865636e-05
him,behind,1,1.0067755997865636e-05
him,bitter,1,1.0067755997865636e-05
him,bleed,1,1.0067755997865636e-05
him,brett,6,6.0406535987193814e-05
him,bulls,2,2.0135511995731273e-05
him,but,1,1.0067755997865636e-05
him,by,2,2.0135511995731273e-05
him,close,1,1.0067755997865636e-05
him,come,3,3.0203267993596907e-05
him,crossing,1,1.0067755997865636e-05
him,do,1,1.0067755997865636e-05
him,down,3,3.0203267993596907e-05
him,either,1,1.0067755997865636e-05
him,feel,1,1.0067755997865636e-05
him,fighting,1,1.0067755997865636e-05
him,fishing,1,1.0067755997865636e-05
him,for,5,5.0338779989328176e-05
him,from,5,5.0338779989328176e-05
him,get,4,4.0271023991462545e-05
him,give,1,1.0067755997865636e-05
him,go,3,3.0203267993596907e-05
him,happy,2,2.0135511995731273e-05
him,he,3,3.0203267993596907e-05
him,hed,1,1.0067755997865636e-05
him,her,2,2.0135511995731273e-05
him,here,1,1.0067755997865636e-05
him,his,1,1.0067755997865636e-05
him,hit,1,1.0067755997865636e-05
him,hooked,1,1.0067755997865636e-05
him,hurt,1,1.0067755997865636e-05
him,i,14,0.0001409485839701189
him,if,3,3.0203267993596907e-05
him,im,1,1.0067755997865636e-05
him,in,11,0.00011074531597652199
him,into,1,1.0067755997865636e-05
him,it,1,1.0067755997865636e-05
him,jake,2,2.0135511995731273e-05
him,just,3,3.0203267993596907e-05
him,know,2,2.0135511995731273e-05
him,last,2,2.0135511995731273e-05
him,later,1,1.0067755997865636e-05
him,lightly,1,1.0067755997865636e-05
him,like,1,1.0067755997865636e-05
him,lord,1,1.0067755997865636e-05
him,luck,1,1.0067755997865636e-05
him,make,1,1.0067755997865636e-05
him,mike,2,2.0135511995731273e-05
him,most,1,1.0067755997865636e-05
him,mucha,1,1.0067755997865636e-05
him,my,1,1.0067755997865636e-05
him,myself,1,1.0067755997865636e-05
him,not,2,2.0135511995731273e-05
him,now,4,4.0271023991462545e-05
him,off,6,6.0406535987193814e-05
him,offering,1,1.0067755997865636e-05
him,on,5,5.0338779989328176e-05
him,one,4,4.0271023991462545e-05
him,only,1,1.0067755997865636e-05
him,or,1,1.0067755997865636e-05
him,otherwise,1,1.0067755997865636e-05
him,out,5,5.0338779989328176e-05
him,over,1,1.0067755997865636e-05
him,perfectly,1,1.0067755997865636e-05
him,plainly,1,1.0067755997865636e-05
him,pleasure,1,1.0067755997865636e-05
him,put,3,3.0203267993596907e-05
him,quiet,1,1.0067755997865636e-05
him,quite,3,3.0203267993596907e-05
him,race,1,1.0067755997865636e-05
him,rather,2,2.0135511995731273e-05
him,realize,1,1.0067755997865636e-05
him,replaced,1,1.0067755997865636e-05
him,seem,1,1.0067755997865636e-05
him,shift,1,1.0067755997865636e-05
him,shouting,2,2.0135511995731273e-05
him,since,1,1.0067755997865636e-05
him,sitting,1,1.0067755997865636e-05
him,sleep,1,1.0067755997865636e-05
him,smiling,1,1.0067755997865636e-05
him,smoothly,1,1.0067755997865636e-05
him,so,1,1.0067755997865636e-05
him,something,1,1.0067755997865636e-05
him,stay,1,1.0067755997865636e-05
him,such,1,1.0067755997865636e-05
him,take,1,1.0067755997865636e-05
him,ten,1,1.0067755997865636e-05
him,that,1,1.0067755997865636e-05
him,the,7,7.047429198505945e-05
him,there,1,1.0067755997865636e-05
him,this,1,1.0067755997865636e-05
him,to,14,0.0001409485839701189
him,too,2,2.0135511995731273e-05
him,trying,1,1.0067755997865636e-05
him,twenty,1,1.0067755997865636e-05
him,two,1,1.0067755997865636e-05
him,until,1,1.0067755997865636e-05
him,up,3,3.0203267993596907e-05
him,walk,1,1.0067755997865636e-05
him,was,3,3.0203267993596907e-05
him,washing,1,1.0067755997865636e-05
him,we,2,2.0135511995731273e-05
him,were,1,1.0067755997865636e-05
him,what,1,1.0067755997865636e-05
him,when,2,2.0135511995731273e-05
him,who,1,1.0067755997865636e-05
him,with,7,7.047429198505945e-05
him,wrinkling,1,1.0067755997865636e-05
him,youre,1,1.0067755997865636e-05
himself,</s>,9,9.060980398079073e-05
himself,a,1,1.0067755997865636e-05
himself,about,1,1.0067755997865636e-05
himself,alone,1,1.0067755997865636e-05
himself,and,1,1.0067755997865636e-05
himself,asking,1,1.0067755997865636e-05
himself,carefully,1,1.0067755997865636e-05
himself,her,1,1.0067755997865636e-05
himself,in,2,2.0135511995731273e-05
himself,inside,1,1.0067755997865636e-05
himself,or,1,1.0067755997865636e-05
himself,out,1,1.0067755997865636e-05
himself,swinging,1,1.0067755997865636e-05
himself,then,1,1.0067755997865636e-05
himself,to,1,1.0067755997865636e-05
himself,togetherbut,1,1.0067755997865636e-05
himself,too,1,1.0067755997865636e-05
hip,his,1,1.0067755997865636e-05
hippily,carrying,1,1.0067755997865636e-05
hired,a,1,1.0067755997865636e-05
hired,one,1,1.0067755997865636e-05
his,address,1,1.0067755997865636e-05
his,affair,1,1.0067755997865636e-05
his,ankles,1,1.0067755997865636e-05
his,arm,2,2.0135511995731273e-05
his,arms,5,5.0338779989328176e-05
his,back,6,6.0406535987193814e-05
his,bag,3,3.0203267993596907e-05
his,bags,2,2.0135511995731273e-05
his,bankers,1,1.0067755997865636e-05
his,baton,1,1.0067755997865636e-05
his,being,1,1.0067755997865636e-05
his,best,1,1.0067755997865636e-05
his,black,1,1.0067755997865636e-05
his,blank,1,1.0067755997865636e-05
his,body,6,6.0406535987193814e-05
his,boils,1,1.0067755997865636e-05
his,book,1,1.0067755997865636e-05
his,breath,1,1.0067755997865636e-05
his,bride,1,1.0067755997865636e-05
his,bridge,1,1.0067755997865636e-05
his,brother,1,1.0067755997865636e-05
his,bull,2,2.0135511995731273e-05
his,bulls,4,4.0271023991462545e-05
his,business,1,1.0067755997865636e-05
his,cap,1,1.0067755997865636e-05
his,cape,6,6.0406535987193814e-05
his,card,1,1.0067755997865636e-05
his,cards,1,1.0067755997865636e-05
his,cheek,2,2.0135511995731273e-05
his,cheeks,1,1.0067755997865636e-05
his,chest,4,4.0271023991462545e-05
his,chin,4,4.0271023991462545e-05
his,cigar,3,3.0203267993596907e-05
his,cigarette,1,1.0067755997865636e-05
his,class,1,1.0067755997865636e-05
his,cloth,1,1.0067755997865636e-05
his,clothes,3,3.0203267993596907e-05
his,club,1,1.0067755997865636e-05
his,coat,1,1.0067755997865636e-05
his,cocked,1,1.0067755997865636e-05
his,compatriot,1,1.0067755997865636e-05
his,complicated,1,1.0067755997865636e-05
his,crest,1,1.0067755997865636e-05
his,damned,1,1.0067755997865636e-05
his,desk,1,1.0067755997865636e-05
his,dinner,1,1.0067755997865636e-05
his,direction,1,1.0067755997865636e-05
his,dirty,1,1.0067755997865636e-05
his,discovery,1,1.0067755997865636e-05
his,ear,2,2.0135511995731273e-05
his,embarrassed,2,2.0135511995731273e-05
his,english,2,2.0135511995731273e-05
his,ever,1,1.0067755997865636e-05
his,eyes,8,8.054204798292509e-05
his,face,27,0.00027182941194237216
his,family,1,1.0067755997865636e-05
his,father,3,3.0203267993596907e-05
his,feet,5,5.0338779989328176e-05
his,fiancée,1,1.0067755997865636e-05
his,fighting,1,1.0067755997865636e-05
his,finger,1,1.0067755997865636e-05
his,first,4,4.0271023991462545e-05
his,foot,1,1.0067755997865636e-05
his,forefeet,1,1.0067755997865636e-05
his,forehead,1,1.0067755997865636e-05
his,fork,1,1.0067755997865636e-05
his,formal,1,1.0067755997865636e-05
his,french,1,1.0067755997865636e-05
his,friend,1,1.0067755997865636e-05
his,future,1,1.0067755997865636e-05
his,girl,2,2.0135511995731273e-05
his,glass,2,2.0135511995731273e-05
