line_num,line_str,n,chap_num
6233,"red handkerchiefs around their necks, and carried a great banner on two",71,15
6234,poles. The banner danced up and down with them as they came down,64,15
6235,surrounded by the crowd.,24,15
6236,,0,15
6237,“Hurray for Wine! Hurray for the Foreigners!” was painted on the banner.,72,15
6238,,0,15
6239,“Where are the foreigners?” Robert Cohn asked.,46,15
6240,,0,15
6241,"“We’re the foreigners,” Bill said.",34,15
6242,,0,15
6243,All the time rockets were going up. The café tables were all full now.,70,15
6244,The square was emptying of people and the crowd was filling the cafés.,70,15
6245,,0,15
6246,“Where’s Brett and Mike?” Bill asked.,37,15
6247,,0,15
6248,"“I’ll go and get them,” Cohn said.",34,15
6249,,0,15
6250,“Bring them here.”,18,15
6251,,0,15
6252,The fiesta was really started. It kept up day and night for seven days.,71,15
6253,"The dancing kept up, the drinking kept up, the noise went on. The things",72,15
6254,that happened could only have happened during a fiesta. Everything,66,15
6255,became quite unreal finally and it seemed as though nothing could have,70,15
6256,any consequences. It seemed out of place to think of consequences during,72,15
6257,"the fiesta. All during the fiesta you had the feeling, even when it was",71,15
6258,"quiet, that you had to shout any remark to make it heard. It was the",68,15
6259,same feeling about any action. It was a fiesta and it went on for seven,71,15
6260,days.,5,15
6261,,0,15
6262,That afternoon was the big religious procession. San Fermin was,63,15
6263,translated from one church to another. In the procession were all the,69,15
6264,"dignitaries, civil and religious. We could not see them because the",67,15
6265,crowd was too great. Ahead of the formal procession and behind it danced,72,15
6266,the _riau-riau_ dancers. There was one mass of yellow shirts dancing up,71,15
6267,and down in the crowd. All we could see of the procession through the,69,15
6268,closely pressed people that crowded all the side streets and curbs were,71,15
6269,"the great giants, cigar-store Indians, thirty feet high, Moors, a King",70,15
6270,"and Queen, whirling and waltzing solemnly to the _riau-riau_.",61,15
6271,,0,15
6272,They were all standing outside the chapel where San Fermin and the,66,15
6273,"dignitaries had passed in, leaving a guard of soldiers, the giants, with",72,15
6274,"the men who danced in them standing beside their resting frames, and the",72,15
6275,dwarfs moving with their whacking bladders through the crowd. We started,72,15
6276,inside and there was a smell of incense and people filing back into the,71,15
6277,"church, but Brett was stopped just inside the door because she had no",69,15
6278,"hat, so we went out again and along the street that ran back from the",69,15
6279,chapel into town. The street was lined on both sides with people keeping,72,15
6280,their place at the curb for the return of the procession. Some dancers,70,15
6281,formed a circle around Brett and started to dance. They wore big wreaths,72,15
6282,of white garlics around their necks. They took Bill and me by the arms,70,15
6283,"and put us in the circle. Bill started to dance, too. They were all",67,15
6284,chanting. Brett wanted to dance but they did not want her to. They,66,15
6285,wanted her as an image to dance around. When the song ended with the,68,15
6286,sharp _riau-riau!_ they rushed us into a wine-shop.,51,15
6287,,0,15
6288,We stood at the counter. They had Brett seated on a wine-cask. It was,69,15
6289,"dark in the wine-shop and full of men singing, hard-voiced singing. Back",72,15
6290,of the counter they drew the wine from casks. I put down money for the,70,15
6291,"wine, but one of the men picked it up and put it back in my pocket.",67,15
6292,,0,15
6293,"“I want a leather wine-bottle,” Bill said.",42,15
6294,,0,15
6295,"“There’s a place down the street,” I said. “I’ll go get a couple.”",66,15
6296,,0,15
6297,The dancers did not want me to go out. Three of them were sitting on the,72,15
6298,"high wine-cask beside Brett, teaching her to drink out of the",61,15
6299,wine-skins. They had hung a wreath of garlics around her neck. Some one,71,15
6300,insisted on giving her a glass. Somebody was teaching Bill a song.,66,15
6301,Singing it into his ear. Beating time on Bill’s back.,53,15
6302,,0,15
6303,I explained to them that I would be back. Outside in the street I went,70,15
6304,down the street looking for the shop that made leather wine-bottles. The,72,15
6305,"crowd was packed on the sidewalks and many of the shops were shuttered,",71,15
6306,"and I could not find it. I walked as far as the church, looking on both",71,15
6307,sides of the street. Then I asked a man and he took me by the arm and,69,15
6308,led me to it. The shutters were up but the door was open.,57,15
6309,,0,15
6310,Inside it smelled of fresh tanned leather and hot tar. A man was,64,15
6311,stencilling completed wine-skins. They hung from the roof in bunches. He,72,15
6312,"took one down, blew it up, screwed the nozzle tight, and then jumped on",71,15
6313,it,2,15
6314,,0,15
6315,“See! It doesn’t leak.”,23,15
6316,,0,15
6317,"“I want another one, too. A big one.”",37,15
6318,,0,15
6319,"He took down a big one that would hold a gallon or more, from the roof.",71,15
6320,"He blew it up, his cheeks puffing ahead of the wine-skin, and stood on",70,15
6321,the bota holding on to a chair.,31,15
6322,,0,15
6323,“What are you going to do? Sell them in Bayonne?”,49,15
6324,,0,15
6325,“No. Drink out of them.”,24,15
6326,,0,15
6327,He slapped me on the back.,26,15
6328,,0,15
6329,“Good man. Eight pesetas for the two. The lowest price.”,56,15
6330,,0,15
6331,The man who was stencilling the new ones and tossing them into a pile,69,15
6332,stopped.,8,15
6333,,0,15
6334,"“It’s true,” he said. “Eight pesetas is cheap.”",47,15
6335,,0,15
6336,I paid and went out and along the street back to the wine-shop. It was,70,15
6337,"darker than ever inside and very crowded. I did not see Brett and Bill,",71,15
6338,and some one said they were in the back room. At the counter the girl,69,15
6339,filled the two wine-skins for me. One held two litres. The other held,69,15
6340,five litres. Filling them both cost three pesetas sixty centimos. Some,70,15
6341,"one at the counter, that I had never seen before, tried to pay for the",70,15
6342,"wine, but I finally paid for it myself. The man who had wanted to pay",69,15
6343,"then bought me a drink. He would not let me buy one in return, but said",71,15
6344,he would take a rinse of the mouth from the new wine-bag. He tipped the,71,15
6345,big five-litre bag up and squeezed it so the wine hissed against the,68,15
6346,back of his throat.,19,15
6347,,0,15
6348,"“All right,” he said, and handed back the bag.",46,15
6349,,0,15
6350,In the back room Brett and Bill were sitting on barrels surrounded by,69,15
6351,"the dancers. Everybody had his arms on everybody else’s shoulders, and",70,15
6352,they were all singing. Mike was sitting at a table with several men in,70,15
6353,"their shirt-sleeves, eating from a bowl of tuna fish, chopped onions and",72,15
6354,vinegar. They were all drinking wine and mopping up the oil and vinegar,71,15
6355,with pieces of bread.,21,15
6356,,0,15
6357,"“Hello, Jake. Hello!” Mike called. “Come here. I want you to meet my",68,15
6358,friends. We’re all having an hors-d’œuvre.”,43,15
6359,,0,15
6360,I was introduced to the people at the table. They supplied their names,70,15
6361,to Mike and sent for a fork for me.,35,15
6362,,0,15
6363,"“Stop eating their dinner, Michael,” Brett shouted from the",59,15
6364,wine-barrels.,13,15
6365,,0,15
6366,"“I don’t want to eat up your meal,” I said when some one handed me a",68,15
6367,fork.,5,15
6368,,0,15
6369,"“Eat,” he said. “What do you think it’s here for?”",50,15
6370,,0,15
6371,I unscrewed the nozzle of the big wine-bottle and handed it around.,67,15
6372,"Every one took a drink, tipping the wine-skin at arm’s length.",62,15
6373,,0,15
6374,"Outside, above the singing, we could hear the music of the procession",69,15
6375,going by.,9,15
6376,,0,15
6377,“Isn’t that the procession?” Mike asked.,40,15
6378,,0,15
6379,"“Nada,” some one said. “It’s nothing. Drink up. Lift the bottle.”",65,15
6380,,0,15
6381,“Where did they find you?” I asked Mike.,40,15
6382,,0,15
6383,"“Some one brought me here,” Mike said. “They said you were here.”",65,15
6384,,0,15
6385,“Where’s Cohn?”,15,15
6386,,0,15
6387,"“He’s passed out,” Brett called. “They’ve put him away somewhere.”",66,15
6388,,0,15
6389,“Where is he?”,14,15
6390,,0,15
6391,“I don’t know.”,15,15
6392,,0,15
6393,"“How should we know,” Bill said. “I think he’s dead.”",53,15
6394,,0,15
6395,"“He’s not dead,” Mike said. “I know he’s not dead. He’s just passed out",71,15
6396,on Anis del Mono.”,18,15
6397,,0,15
6398,"As he said Anis del Mono one of the men at the table looked up, brought",71,15
6399,"out a bottle from inside his smock, and handed it to me.",56,15
6400,,0,15
6401,"“No,” I said. “No, thanks!”",27,15
6402,,0,15
6403,“Yes. Yes. Arriba! Up with the bottle!”,39,15
6404,,0,15
6405,I took a drink. It tasted of licorice and warmed all the way. I could,69,15
6406,feel it warming in my stomach.,30,15
6407,,0,15
6408,“Where the hell is Cohn?”,25,15
6409,,0,15
6410,"“I don’t know,” Mike said. “I’ll ask. Where is the drunken comrade?” he",71,15
6411,asked in Spanish.,17,15
6412,,0,15
6413,“You want to see him?”,22,15
6414,,0,15
6415,"“Yes,” I said.",14,15
6416,,0,15
6417,"“Not me,” said Mike. “This gent.”",33,15
6418,,0,15
6419,The Anis del Mono man wiped his mouth and stood up.,51,15
6420,,0,15
6421,“Come on.”,10,15
6422,,0,15
6423,In a back room Robert Cohn was sleeping quietly on some wine-casks. It,70,15
6424,was almost too dark to see his face. They had covered him with a coat,69,15
6425,and another coat was folded under his head. Around his neck and on his,70,15
6426,chest was a big wreath of twisted garlics.,42,15
6427,,0,15
6428,"“Let him sleep,” the man whispered. “He’s all right.”",53,15
6429,,0,15
6430,Two hours later Cohn appeared. He came into the front room still with,69,15
6431,the wreath of garlics around his neck. The Spaniards shouted when he,68,15
6432,came in. Cohn wiped his eyes and grinned.,41,15
6433,,0,15
6434,"“I must have been sleeping,” he said.",37,15
6435,,0,15
6436,"“Oh, not at all,” Brett said.",29,15
6437,,0,15
6438,"“You were only dead,” Bill said.",32,15
6439,,0,15
6440,“Aren’t we going to go and have some supper?” Cohn asked.,57,15
6441,,0,15
6442,“Do you want to eat?”,21,15
6443,,0,15
6444,“Yes. Why not? I’m hungry.”,27,15
6445,,0,15
