chap_num,para_num,para_str
16,42,"I went down-stairs and out the door and took a walk around through the arcades around the square. It was still raining. I looked in at the Iruña for the gang and they were not there, so I walked on around the square and back to the hotel. They were eating dinner in the down-stairs dining-room."
16,43,They were well ahead of me and it was no use trying to catch them. Bill was buying shoe-shines for Mike. Bootblacks opened the street door and each one Bill called over and started to work on Mike.
16,44,"“This is the eleventh time my boots have been polished,” Mike said. “I say, Bill is an ass.”"
16,45,The bootblacks had evidently spread the report. Another came in.
16,46,“Limpia botas?” he said to Bill.
16,47,"“No,” said Bill. “For this Señor.”"
16,48,The bootblack knelt down beside the one at work and started on Mike’s free shoe that shone already in the electric light.
16,49,"“Bill’s a yell of laughter,” Mike said."
16,50,"I was drinking red wine, and so far behind them that I felt a little uncomfortable about all this shoe-shining. I looked around the room. At the next table was Pedro Romero. He stood up when I nodded, and asked me to come over and meet a friend. His table was beside ours, almost touching. I met the friend, a Madrid bull-fight critic, a little man with a drawn face. I told Romero how much I liked his work, and he was very pleased. We talked Spanish and the critic knew a little French. I reached to our table for my wine-bottle, but the critic took my arm. Romero laughed."
16,51,"“Drink here,” he said in English."
16,52,"He was very bashful about his English, but he was really very pleased with it, and as we went on talking he brought out words he was not sure of, and asked me about them. He was anxious to know the English for _Corrida de toros_, the exact translation. Bull-fight he was suspicious of. I explained that bull-fight in Spanish was the _lidia_ of a _toro_. The Spanish word _corrida_ means in English the running of bulls—the French translation is _Course de taureaux_. The critic put that in. There is no Spanish word for bull-fight."
16,53,"Pedro Romero said he had learned a little English in Gibraltar. He was born in Ronda. That is not far above Gibraltar. He started bull-fighting in Malaga in the bull-fighting school there. He had only been at it three years. The bull-fight critic joked him about the number of _Malagueño_ expressions he used. He was nineteen years old, he said. His older brother was with him as a banderillero, but he did not live in this hotel. He lived in a smaller hotel with the other people who worked for Romero. He asked me how many times I had seen him in the ring. I told him only three. It was really only two, but I did not want to explain after I had made the mistake."
16,54,“Where did you see me the other time? In Madrid?”
16,55,"“Yes,” I lied. I had read the accounts of his two appearances in Madrid in the bull-fight papers, so I was all right."
16,56,“The first or the second time?”
16,57,“The first.”
16,58,"“I was very bad,” he said. “The second time I was better. You remember?” He turned to the critic."
16,59,He was not at all embarrassed. He talked of his work as something altogether apart from himself. There was nothing conceited or braggartly about him.
16,60,"“I like it very much that you like my work,” he said. “But you haven’t seen it yet. To-morrow, if I get a good bull, I will try and show it to you.”"
16,61,"When he said this he smiled, anxious that neither the bull-fight critic nor I would think he was boasting."
16,62,"“I am anxious to see it,” the critic said. “I would like to be convinced.”"
16,63,“He doesn’t like my work much.” Romero turned to me. He was serious.
16,64,"The critic explained that he liked it very much, but that so far it had been incomplete."
16,65,"“Wait till to-morrow, if a good one comes out.”"
16,66,“Have you seen the bulls for to-morrow?” the critic asked me.
16,67,“Yes. I saw them unloaded.”
16,68,Pedro Romero leaned forward.
16,69,“What did you think of them?”
16,70,"“Very nice,” I said. “About twenty-six arrobas. Very short horns. Haven’t you seen them?”"
16,71,"“Oh, yes,” said Romero."
16,72,"“They won’t weigh twenty-six arrobas,” said the critic."
16,73,"“No,” said Romero."
16,74,"“They’ve got bananas for horns,” the critic said."
16,75,“You call them bananas?” asked Romero. He turned to me and smiled. “_You_ wouldn’t call them bananas?”
16,76,"“No,” I said. “They’re horns all right.”"
16,77,"“They’re very short,” said Pedro Romero. “Very, very short. Still, they aren’t bananas.”"
16,78,"“I say, Jake,” Brett called from the next table, “you _have_ deserted us.”"
16,79,"“Just temporarily,” I said. “We’re talking bulls.”"
16,80,“You _are_ superior.”
16,81,"“Tell him that bulls have no balls,” Mike shouted. He was drunk."
16,82,Romero looked at me inquiringly.
16,83,"“Drunk,” I said. “Borracho! Muy borracho!”"
16,84,"“You might introduce your friends,” Brett said. She had not stopped looking at Pedro Romero. I asked them if they would like to have coffee with us. They both stood up. Romero’s face was very brown. He had very nice manners."
16,85,"I introduced them all around and they started to sit down, but there was not enough room, so we all moved over to the big table by the wall to have coffee. Mike ordered a bottle of Fundador and glasses for everybody. There was a lot of drunken talking."
16,86,"“Tell him I think writing is lousy,” Bill said. “Go on, tell him. Tell him I’m ashamed of being a writer.”"
